model,engine,concurrency,mixed_length,throughput_mean,throughput_std,throughput_ci95,ttft_mean,ttft_std,ttft_ci95,itl_mean,itl_std,itl_ci95,prefill_latency_ms,prefill_tps,decode_latency_ms,decode_tps,vram_peak_mean,vram_peak_std,vram_peak_ci95,gpu_util_avg,gpu_util_peak
awq,vllm,4,True,49.480748388605015,6.806963363019463,16.9107991654038,76.1357940833174,41.5845213382326,103.31001523539267,32.73397650554111,3.013450730059156,7.486430787584679,76.1357940833174,3222.09697063569,962.7997857166065,54.26378305400923,3.6171875,0.0,0.0,76.09037827420681,94.33333333333333
awq,vllm,4,True,85.87663539989039,12.17021934206847,30.234940915171812,56.85433201660999,44.441402491630434,110.40747424141668,15.02452868876001,1.1005437302877388,2.7341228390841077,56.85433201660999,4813.344606766397,500.16653275000255,96.65720096533819,3.666015625,0.0,0.0,61.35117729158628,89.33333333333333
