model,engine,concurrency,mixed_length,throughput_mean,throughput_std,throughput_ci95,ttft_mean,ttft_std,ttft_ci95,itl_mean,itl_std,itl_ci95,prefill_latency_ms,prefill_tps,decode_latency_ms,decode_tps,vram_peak_mean,vram_peak_std,vram_peak_ci95,gpu_util_avg,gpu_util_peak
awq,vllm,4,True,72.11165974575876,9.669129232160516,24.02138719266881,60.47273081668815,40.84570987401508,101.47455768609005,17.25285484960045,1.5209764894918372,3.778620006805496,60.47273081668815,4143.137174996795,580.4518175166928,79.9627078299295,3.599609375,0.0,0.0,65.16102596849724,88.66666666666667
awq,vllm,4,True,85.09576085385423,13.065349312668243,32.45874650254784,51.36442329997711,38.98563493845863,96.8535024533433,13.413088850257457,1.5357729488167209,3.8153794160542014,51.36442329997711,5316.027741376666,502.6850121500047,93.94302007354942,3.587890625,0.0,0.0,51.867161892893535,83.33333333333333
